x	AcX	AcY	AcZ
52.00	10544	22380	14540
53.00	-30560	-18648	-10724
54.00	-21308	17948	18580
55.00	2612	3680	2720
56.00	-32768	-24352	-5564
57.00	512	21048	18184
58.00	-31576	-17564	-9972
59.00	-3088	18504	17868
60.00	-7044	-13384	-3344
61.00	-32768	-20060	2992
62.00	9112	24100	14848
63.00	-28052	-19500	-9436
64.00	-19512	12108	16852
65.00	-4764	-6920	-3408
66.00	-32768	-19152	1484
67.00	8248	22436	18836
68.00	-26452	-21532	-8872
69.00	-16444	15656	17320
70.00	1340	8684	2904
71.00	-32768	-27264	-3544
72.00	6232	22340	16208
73.00	-17868	-15020	-9260
74.00	-29504	6508	13312
75.00	3880	10232	1208
76.00	-32768	-29168	-3376
77.00	-5324	20180	20276
78.00	-32768	-17076	-11884
79.00	-10860	16560	20184
80.00	4972	-4408	-1704
81.00	-32768	-23020	-408
82.00	6828	24444	14988
83.00	-32768	-24456	-8548
84.00	-25640	11124	18728
85.00	2964	976	-1436
86.00	-32768	-20876	748
87.00	5824	20316	18020
88.00	-23716	-20108	-8588
89.00	-28160	13600	16124
90.00	8160	13144	5440
91.00	-32768	-27472	-4028
92.00	10764	21320	16520
93.00	-22252	-18124	-9100
94.00	-32768	3820	11156
95.00	4736	17000	3840
96.00	-32768	-28284	-4000
97.00	-7564	17704	16052
98.00	-23932	-18844	-10764
99.00	-29168	7888	16752
100.00	-2212	1152	-812
101.00	-32768	-26088	-2652
102.00	11704	22952	17640
103.00	-20224	-23808	-8656
104.00	-27632	8628	14524
105.00	4016	16708	6168
106.00	-32768	-25000	-716
107.00	3124	18944	21096
108.00	-9424	-16620	-7952
109.00	-23976	8848	15660
110.00	4188	17200	6864
111.00	-32768	-27924	-5260
112.00	2828	20188	16432
113.00	-12024	-15776	-6888
114.00	-32768	-2972	9836
115.00	8144	18108	3604
116.00	-32768	-27092	-6960
117.00	-5504	21864	17668
118.00	-28504	-21352	-9468
119.00	-31132	5384	16048
120.00	8792	10352	572
121.00	-32768	-26120	-3820
122.00	2460	20264	19128
123.00	-15580	-19736	-7088
124.00	-32768	6100	14012
125.00	14556	20464	9012
126.00	-32768	-25508	-7600
127.00	4012	18516	17404
128.00	-15400	-14844	-6604
129.00	-32768	4996	13360
130.00	9600	20528	9588
131.00	-32216	-24588	-6896
132.00	7012	20008	18708
133.00	-12552	-18628	-5788
134.00	-32768	-9180	7032
135.00	7620	20216	8412
136.00	-32768	-20548	-7276
137.00	7052	21664	17512
138.00	1288	18908	19816
139.00	-1568	-9368	-5460
140.00	-32768	-19924	1812
141.00	5024	22432	15164
142.00	-32768	-19344	-8328
143.00	-15356	13980	18088
144.00	4072	-8332	-1772
145.00	-32768	-24672	2144
146.00	2744	25388	17240
147.00	-32768	-15664	-12000
148.00	-18160	11912	16572
149.00	6508	-4736	-1540
150.00	-32768	-21996	-512
151.00	5272	25900	16720
152.00	-23424	-24176	-9788
153.00	-24304	10652	19088
154.00	12936	13368	2864
155.00	-32768	-20760	952
156.00	6324	21468	18244
157.00	-32768	-25196	-6100
158.00	-13680	17456	18940
159.00	-13684	-11180	-4932
160.00	-32768	-12476	8228
161.00	13964	23908	15556
162.00	-31756	-23404	-8456
163.00	-12776	18308	18968
164.00	-10788	-16784	-5432
165.00	-32768	-12868	4576
166.00	12140	24080	14652
167.00	-31032	-18080	-8252
168.00	-11344	15564	15960
169.00	-6716	-17876	-3648
170.00	-32768	-16596	5716
171.00	6708	25664	17784
172.00	-32672	-17300	-9560
173.00	-8296	15344	17796
174.00	80	1468	-196
175.00	-32768	-24728	-324
176.00	5940	18544	6808
177.00	-32768	-26504	-2256
178.00	3732	20392	20804
179.00	748	-8852	-4392
180.00	-32768	-16476	2936
181.00	7420	21148	12352
182.00	-32768	-22356	-8704
183.00	-15412	16608	19328
184.00	1120	-11208	-3172
185.00	-32768	-18452	3392
186.00	10128	17480	12612
187.00	-32768	-18744	-9072
188.00	-18792	13940	16668
189.00	-932	-11988	-1676
190.00	-32768	-19488	3460
191.00	8280	24716	15428
192.00	-32768	-20508	-10548
193.00	-22684	13164	18040
194.00	-3820	-7128	-4552
195.00	-27288	11728	17012
196.00	5272	13808	3408
197.00	-32768	-25208	-3952
198.00	13556	24520	17420
199.00	-14360	-15160	-7684
200.00	-32768	-6696	6444
201.00	6960	19960	8624
202.00	-32768	-24708	-5820
203.00	-2700	20064	17552
204.00	-10640	-20028	-6860
205.00	-32768	-9448	8204
206.00	7372	19696	15392
207.00	-32768	-23428	-6796
208.00	-1540	19004	18744
209.00	-436	-9408	-2456
210.00	-32768	-23872	1224
211.00	5076	25188	12268
212.00	-29256	-20504	-9368
213.00	-2900	18576	17932
214.00	3504	-3832	-3472
215.00	-21804	10752	16176
216.00	7096	15112	3584
217.00	-32768	-26680	-1392
218.00	3952	24020	17560
219.00	-15436	-22784	-6768
220.00	-32768	-11744	6128
221.00	11896	18956	7936
222.00	-32768	-25964	-8260
223.00	-13816	19720	16276
224.00	-7576	-16564	-4188
225.00	-32768	-14832	6060
226.00	9688	21564	12308
227.00	-32768	-21756	-8748
228.00	-17084	15448	18788
229.00	1524	248	-40
230.00	-32768	-23996	-336
231.00	12428	25004	15820
232.00	-29216	-26644	-9752
233.00	-32412	9680	17028
234.00	-16256	-23672	-6420
235.00	-32768	8744	15248
236.00	8580	19080	7908
237.00	-32768	-22032	-6008
238.00	11144	21092	18620
239.00	-12952	-21352	-7664
240.00	-32768	-16144	3788
241.00	6576	22896	17824
242.00	-20916	-15856	-10048
243.00	-12480	15044	17308
244.00	28	2744	964
245.00	-32768	-28012	-2004
246.00	5920	23060	21424
247.00	-21560	-19232	-9852
248.00	-26564	8344	14668
249.00	5936	17144	7368
250.00	-32768	-26936	-3340
251.00	4260	20624	16672
252.00	-9620	-19660	-6848
253.00	-25376	6832	15356
254.00	4764	23292	16472
255.00	-28512	-17636	-11288
256.00	-23548	9832	15220
257.00	9732	4996	2216
258.00	-32768	-26240	-3056
259.00	1724	23792	17692
260.00	-18236	-18284	-8796
261.00	-32768	-1176	12140
262.00	14576	22920	11588
263.00	-32768	-21168	-9976
264.00	-2844	17440	18632
265.00	-7908	-8328	-6376
266.00	-32768	-15364	5044
267.00	14872	25228	9924
268.00	-31888	-23888	-9856
269.00	-18276	15920	18568
270.00	-9624	-10904	-3596
271.00	-32768	-17100	5108
272.00	12468	23840	16488
273.00	-32768	-26352	-2172
274.00	13496	23192	17948
275.00	-19112	-17420	-10564
276.00	-21852	13684	16112
277.00	4	10496	4140
278.00	-32768	-28124	-3004
279.00	10440	22852	19552
280.00	-16140	-18172	-9196
281.00	-32768	4900	12272
282.00	3968	26532	13428
283.00	-32768	-20876	-8356
284.00	652	17704	18628
285.00	3896	-3992	-4240
286.00	-32768	-19812	1956
287.00	5468	23556	12652
288.00	-32768	-23244	-10436
289.00	-16604	14500	17072
290.00	5216	-4888	-2480
291.00	-32768	-21052	-156
292.00	11728	13856	4180
293.00	-32768	-29212	-5012
294.00	3772	21172	17892
295.00	-22132	-15060	-10520
296.00	-28132	11120	17472
297.00	11708	16244	3920
298.00	-32768	-28696	-5720
299.00	5196	21532	17256
300.00	-22112	-20540	-7104
301.00	-32768	856	13408
302.00	-32768	-11344	8744
303.00	12436	21992	10068
304.00	-32380	-23724	-7864
305.00	-9876	15800	19376
306.00	-12540	-13104	-6444
307.00	-32768	-10812	4416
308.00	11220	22564	15636
309.00	-31840	-22700	-7308
310.00	-8484	18688	16676
311.00	-20920	-19648	-9272
312.00	-13504	15792	16904
313.00	-1236	1604	900
314.00	-32768	-27304	-3256
315.00	5092	21876	17372
316.00	-22020	-16068	-9492
317.00	-27372	7676	13484
318.00	2052	2884	772
319.00	-32768	-28748	-1544
320.00	4356	22272	20460
321.00	-7672	-22652	-6220
322.00	-25500	8852	15228
323.00	4860	22428	16004
324.00	-32768	-24400	-7620
325.00	-15480	16228	20916
326.00	8508	1572	1704
327.00	-32768	-15908	3968
328.00	5364	21908	17044
329.00	-32768	-17388	-9384
330.00	-18588	17540	16324
331.00	-28396	-19052	-8920
332.00	-32768	6180	16356
333.00	8240	7740	3280
334.00	-32768	-28492	-2820
335.00	3856	20388	19204
336.00	-16368	-20756	-5352
337.00	-32768	6476	11692
338.00	12520	19532	8952
339.00	-32768	-21980	-6860
340.00	7316	22956	18456
341.00	-12880	-22920	-6220
342.00	-32768	-7920	6516
343.00	13608	22448	17952
344.00	-20180	-19728	-10432
345.00	-21236	13816	16592
346.00	-660	8044	4216
347.00	-32768	-28736	-2664
348.00	7456	23380	17828
349.00	-17136	-17592	-9236
350.00	8112	19648	19596
351.00	-12916	-17232	-8848
352.00	-32768	-336	10936
353.00	5248	19432	11840
354.00	-32768	-29020	-5060
355.00	1600	20076	21840
356.00	1012	-16472	-3824
357.00	-32768	-1516	10796
358.00	7092	20420	12100
359.00	-32768	-17936	-9660
360.00	-2408	22200	18824
361.00	288	-13380	-3580
362.00	-32768	-16592	3496
363.00	8320	21444	11572
364.00	-32276	-21932	-8184
365.00	-28600	9948	18216
366.00	12452	16536	4668
367.00	-32768	-24944	-1324
368.00	4336	21748	18640
369.00	-19868	-20352	-6300
370.00	2824	18048	19252
371.00	-17192	-17716	-5764
372.00	-32768	-6788	10716
373.00	15980	21124	14428
374.00	-32768	-24620	-6600
375.00	-6592	17380	19296
376.00	-4868	-10284	-1584
377.00	-32768	-9172	6940
378.00	12012	24176	13492
379.00	-27428	-18668	-10056
380.00	-5392	17648	16364
381.00	-4504	-6260	-2492
382.00	-32768	-22444	-828
383.00	6940	25932	15960
384.00	-15940	-18444	-9148
385.00	-32768	3916	13148
386.00	3472	19708	9360
387.00	-32768	-24024	-6412
388.00	4988	20624	20960
389.00	-32768	-24344	-7960
390.00	-6016	19636	18112
391.00	-44	-15736	-4112
392.00	-32768	-16336	4476
393.00	2876	22212	15792
394.00	-31132	-17464	-10952
395.00	-12828	14148	19052
396.00	8060	1192	-68
397.00	-32768	-25608	-2364
398.00	3104	23720	18720
399.00	-30208	-24328	-9376
400.00	-27816	6604	17120
401.00	14248	16316	7656
402.00	-32768	-25340	-2636
403.00	2264	19324	18664
404.00	-18176	-16752	-8760
405.00	-32768	-16280	4660
406.00	16456	19372	13164
407.00	-32768	-19972	-10064
408.00	-19592	13676	17156
409.00	8656	16520	6792
410.00	-32768	-23756	-5516
411.00	732	17900	17016
412.00	-8412	-9944	-5704
413.00	-32768	-13896	3540
414.00	9236	24636	11804
415.00	-28640	-21484	-8732
416.00	-16320	15772	16680
417.00	-6788	-9808	-4324
418.00	-32768	-17708	2876
419.00	7088	23128	17760
420.00	-29072	-20444	-9180
421.00	-15120	13624	16880
422.00	48	5264	1664
423.00	-32768	-28560	-3096
424.00	5672	22504	15404
425.00	-19420	-19976	-9464
426.00	-32768	-16648	3608
427.00	5572	24560	10652
428.00	-32768	-21140	1412
429.00	3848	25260	17860
430.00	-22536	-23020	-8116
431.00	-18000	14528	17584
432.00	10676	10416	3264
433.00	-32768	-28048	-3784
434.00	4864	21796	17268
435.00	-24400	-15176	-11036
436.00	-25220	12364	18480
437.00	12064	14640	3688
438.00	-32768	-29008	-5580
439.00	4884	22232	17668
440.00	-24012	-19400	-7536
441.00	-32768	3464	14328
442.00	16564	22364	10864
443.00	-32768	-26240	-5116
444.00	340	20936	19900
445.00	-10260	-15920	-4440
446.00	-32768	-22012	1052
447.00	-1648	4804	-888
448.00	-32768	-25000	-172
449.00	11272	21340	18760
450.00	-16732	-19256	-9376
451.00	-31964	8136	15744
452.00	3032	19424	5024
453.00	-32768	-27436	-5404
454.00	3836	22048	19724
455.00	-10900	-17976	-8988
456.00	-32768	-5048	9032
457.00	7156	21012	11584
458.00	-32768	-24528	-5996
459.00	2252	21572	19468
460.00	1924	-11520	-4648
461.00	-32768	-21504	1992
462.00	4448	25136	14180
463.00	-32768	-17956	-10252
464.00	-3960	19448	19080
465.00	5116	-4476	-2396
466.00	-32768	-20684	528
467.00	6820	21868	14112
468.00	-32768	-26040	-8092
469.00	-9856	18016	17532
470.00	3268	-3976	-2060
471.00	-32768	-21924	1032
472.00	9896	19712	13524
473.00	-32768	-19760	-9812
474.00	-26052	10224	15156
475.00	720	-3412	740
476.00	-32768	-24828	1172
477.00	8548	23316	15876
478.00	-22412	-25284	-7912
479.00	-30252	11424	16764
480.00	7688	14892	5544
481.00	-32768	-24992	-4576
482.00	12884	22764	17876
483.00	-18612	-25756	-7312
484.00	-32768	444	11860
485.00	9120	23060	11288
486.00	-32768	-17088	1636
487.00	11704	21048	19116
488.00	-19908	-19480	-9272
489.00	-30560	7924	15200
490.00	1220	19240	6480
491.00	-32768	-28092	-3928
492.00	8304	21020	18628
493.00	-7820	-20008	-6840
494.00	-29724	6540	12492
495.00	3728	18764	6996
496.00	-32768	-22824	-7740
497.00	780	21112	18884
498.00	-4808	-22176	-5584
499.00	-32768	-8528	7756
500.00	5348	24636	12568
501.00	-32768	-22848	-10980
502.00	-6584	16852	20328
503.00	4768	-3276	-3548
504.00	-32768	-19524	428
505.00	5712	20868	17496
506.00	-32768	-22560	-1092
507.00	-11460	21924	18500
508.00	-12188	-15116	-7328
509.00	-32768	-9600	7036
510.00	12620	21056	13456
511.00	-32768	-21980	-8872
512.00	-14040	18176	18284
513.00	-10964	-17024	-4708
514.00	-32768	-15560	7676
515.00	13016	26620	15032
516.00	-32768	-18312	-9776
517.00	-14780	14320	18392
518.00	-2772	2212	-540
519.00	-32768	-24688	776
520.00	14160	26976	15428
521.00	-21500	-26000	-9204
522.00	-30664	9156	16632
523.00	-1516	3464	564
524.00	-32768	-25300	-1392
525.00	4084	22432	7660
526.00	-32768	-25364	-5876
527.00	9548	19200	18864
528.00	-1348	-13332	-5348
529.00	-32768	-19712	2764
530.00	5796	24160	13108
531.00	-32768	-16464	-8632
532.00	-12620	14016	17376
533.00	4580	-9884	-2104
534.00	-32768	-23272	1752
535.00	4080	26540	17980
536.00	-32768	-19276	-11812
537.00	-17444	11272	17456
538.00	5748	-4444	-1816
539.00	-32768	-21596	-548
540.00	4720	23448	16844
541.00	-32768	-26216	-7780
542.00	-25284	11908	19668
543.00	4232	1436	-2116
544.00	-32768	-21348	500
545.00	14176	16992	6612
546.00	-32768	-26428	-7048
547.00	4184	19060	18632
548.00	92	-2012	-1804
549.00	-32768	-24496	424
550.00	11904	24104	16512
551.00	-30348	-19356	-12124
552.00	-31440	10700	16060
553.00	-2236	1804	-320
554.00	-32768	-25720	-156
555.00	12716	26868	16024
556.00	-21592	-24364	-10132
557.00	-31776	7892	16144
558.00	-1360	4792	688
559.00	-32768	-25420	-1616
560.00	10904	19912	18704
561.00	-17228	-25668	-8224
562.00	-30844	5972	14452
563.00	548	6680	1808
564.00	-32768	3032	12272
565.00	3704	21796	10456
566.00	-32768	-23308	-7672
567.00	2960	16692	20540
568.00	-3308	-12684	-5308
569.00	-32768	-23988	1908
570.00	5472	19724	14184
571.00	-32768	-16412	-11720
572.00	-18564	10640	16652
573.00	6412	-5348	-952
574.00	-32768	-23880	-916
575.00	5860	22884	15312
576.00	-32768	-22336	-8860
577.00	-25860	9144	18996
578.00	3928	1432	-908
579.00	-32768	-22784	176
580.00	5120	20392	18868
581.00	-22836	-21072	-8232
582.00	-29256	12292	15168
583.00	10300	14936	5692
584.00	-32768	7596	13588
585.00	12304	17932	8664
586.00	-32768	-25008	-6440
587.00	7036	18600	16592
588.00	-16000	-16928	-8292
589.00	-32768	5728	15476
590.00	12840	23996	15656
591.00	-22420	-19704	-11676
592.00	-18732	11148	16116
593.00	-4844	-11932	-2960
594.00	-32768	-22012	1024
595.00	9644	25100	17940
596.00	-28280	-16748	-9492
597.00	-18396	12272	16600
598.00	-2164	-6756	-2788
599.00	-32768	-22040	1604
600.00	6412	22944	18440
601.00	-28016	-23020	-8664
602.00	-18012	15028	17880
603.00	-26240	-22884	-8600
604.00	-22660	9684	16612
605.00	6248	13864	5764
606.00	-32768	-25720	-1500
607.00	2460	20868	17372
608.00	-14520	-17080	-7096
609.00	-23976	9108	15936
610.00	10352	17192	4016
611.00	-32768	-19852	-8708
612.00	-5468	22220	20576
613.00	-4736	-13600	-2808
614.00	-32768	-2368	10828
615.00	14392	22800	11368
616.00	-32768	-18540	-10056
617.00	-5756	21328	17952
618.00	-5476	-8336	-5628
619.00	-32768	-6340	11604
620.00	14024	26856	12436
621.00	-31236	-21908	-11712
622.00	13440	27276	14116
623.00	-29044	-21120	-11616
624.00	-11088	16336	18288
625.00	-4640	-1288	-348
626.00	-32768	-11932	3924
627.00	12136	27784	14576
628.00	-21796	-24048	-8892
629.00	-10408	16164	16560
630.00	-2136	2188	-1676
631.00	-32768	-28488	-3692
632.00	8904	22504	20112
633.00	-12216	-19136	-8444
634.00	-32768	876	11508
635.00	1604	14752	4368
636.00	-32768	-25792	-6088
637.00	2996	21860	20376
638.00	-9816	-22620	-6988
639.00	-32768	-3156	10348
640.00	7640	14556	5980
641.00	-32768	-24364	-5492
642.00	5948	23496	12800
643.00	-32768	-17616	-10712
644.00	-6676	20060	18096
645.00	3676	-5076	-2284
646.00	-32768	-8592	8288
647.00	8252	24288	12428
648.00	-32768	-25220	-9288
649.00	-10452	17556	18288
650.00	740	-1180	-2156
651.00	-32768	-19116	1544
652.00	8660	22280	14276
653.00	-25520	-19284	-10040
654.00	-28008	11092	17768
655.00	3976	10756	3648
656.00	-32768	-27476	-3676
657.00	12752	24632	17212
658.00	-21096	-26224	-7844
659.00	-29532	11272	15992
660.00	4540	15276	1452
661.00	-32768	-328	12008
662.00	4444	17880	3900
663.00	-32768	-24436	-5776
664.00	5140	21644	18872
665.00	-10228	-25404	-8596
666.00	-32768	-5092	9760
667.00	6656	24944	9624
668.00	-32768	-23148	-5448
669.00	3900	18376	18916
670.00	-1600	-8976	-6696
671.00	-32768	-8124	8832
672.00	3876	24304	13452
673.00	-9656	-19420	-7232
674.00	-25148	8500	15000
675.00	6096	15364	6716
676.00	-32768	-28700	-3168
677.00	2960	24440	18096
678.00	-10644	-22852	-5816
679.00	-26380	7236	14772
680.00	12820	17924	6388
681.00	-32768	-10584	8252
682.00	13532	19656	7880
683.00	-32768	-21336	-7944
684.00	-11776	18432	17556
685.00	-8676	-17588	-6884
686.00	-32768	-11700	6652
687.00	14892	21892	11280
688.00	-32768	-22144	-10356
689.00	-1784	17508	19664
690.00	-10116	-10456	-5704
691.00	-32768	-14256	6640
692.00	14144	25028	9684
693.00	-31372	-22888	-9216
694.00	-29892	10364	15780
695.00	-2200	-712	748
696.00	-32768	-26720	1308
697.00	13812	25740	18724
698.00	-23412	-17432	-10760
699.00	-29468	8264	16236
700.00	-10540	-21964	-8780
701.00	-32768	6248	14436
702.00	3140	19908	9044
703.00	-32768	-22532	-5160
704.00	9092	23772	19940
705.00	-4608	-21820	-5624
706.00	-32452	4660	11988
707.00	5580	20240	9360
708.00	-32768	-19904	-9020
709.00	1432	19460	21012
710.00	-2940	-14768	-5812
711.00	-32768	-10384	5312
712.00	6052	21804	9944
713.00	-32768	-24272	-7112
714.00	-27524	7404	13832
715.00	10592	10148	2348
716.00	-32768	-28608	-4636
717.00	-532	24296	20656
718.00	-24576	-20704	-9424
719.00	-32692	4440	14432
720.00	-7612	-17212	-5724
721.00	-32768	524	13008
722.00	15620	20860	11768
723.00	-32768	-19020	-10140
724.00	-2488	21360	19668
725.00	-8668	-13736	-5320
726.00	-32768	-1240	11272
727.00	13768	25096	11724
728.00	-31752	-20104	-10564
729.00	-1428	17316	17556
730.00	-8092	-7632	-4596
731.00	-32768	-3940	8784
732.00	10044	25448	11996
733.00	-27968	-21968	-9036
734.00	304	17352	18552
735.00	-684	3932	492
736.00	-32768	-27180	-3164
737.00	11760	24544	19116
738.00	-7956	-22804	-6732
739.00	8868	21852	19440
740.00	-4816	-19888	-5612
741.00	-32768	-10724	8792
742.00	4644	21036	9240
743.00	-32768	-19048	-9012
744.00	-2500	19580	18172
745.00	-2264	-18044	-5300
746.00	-32768	-11020	5632
747.00	5076	27400	13252
748.00	-32768	-20680	-7916
749.00	-9988	17368	20876
750.00	-3416	-11460	-5496
751.00	-32768	-10852	5844
752.00	7124	22332	15880
753.00	-32768	-24976	-8488
754.00	-14216	18976	16860
755.00	5068	-436	-244
756.00	-32768	-27568	-5228
757.00	512	23220	19924
758.00	-32768	-20904	-9472
759.00	-2532	20228	20632
760.00	-8872	-15172	-4568
761.00	-32768	-17324	6020
762.00	15300	24280	11288
763.00	-32768	-17156	-10260
764.00	-1412	20720	17516
765.00	-7720	-10676	-4040
766.00	-32768	-16992	3624
767.00	9772	26080	13064
768.00	-27304	-21020	-9532
769.00	-18624	15488	17360
770.00	-5208	-5956	-4396
771.00	-32768	-17824	1436
772.00	7704	23716	13348
773.00	-27244	-20080	-9276
774.00	-17496	15112	15848
775.00	-1744	-8252	-2892
776.00	-32768	-21252	1492
777.00	4312	22460	21860
778.00	-32768	-21464	-8724
779.00	1240	21204	22332
780.00	-1800	-17060	-4804
781.00	-32768	-12940	5808
782.00	7196	20360	11544
783.00	-32768	-17928	-7700
784.00	104	23460	17264
785.00	-2532	-14520	-4884
786.00	-32768	-12216	5568
787.00	10280	21928	8776
788.00	-32768	-21800	-9800
789.00	-14400	17868	16524
790.00	-5368	-8576	-4492
791.00	-32768	-13908	5116
792.00	10036	22116	14624
793.00	-32768	-25584	-8712
794.00	-20020	17480	19312
795.00	-7336	-10028	-6328
796.00	-32768	-17448	3332
797.00	16156	21008	13356
798.00	-32768	-25480	-6272
799.00	-3248	19280	18760
800.00	-14952	-21508	-6436
801.00	-32768	-4888	8576
802.00	10536	24816	13712
803.00	-32768	-19456	-6464
804.00	-1116	19772	17068
805.00	-10072	-22456	-6684
806.00	-32768	-8476	8568
807.00	7956	25808	13912
808.00	-32768	-21832	-7416
809.00	-532	18096	18960
810.00	-952	-3392	-3460
811.00	-32768	-12436	5916
812.00	6440	24248	12468
813.00	-28596	-20792	-9068
814.00	-4132	18672	19088
815.00	3600	-5184	-2848
816.00	-21496	11152	16592
817.00	7440	4540	-1372
818.00	-32768	-20328	-6924
819.00	80	22632	18004
820.00	-2076	-15736	-4300
821.00	-32768	-13844	5980
822.00	11996	20192	8772
823.00	-32768	-18676	-9152
824.00	-13444	17260	15956
825.00	-5568	-13872	-3892
826.00	-32768	-13556	5592
827.00	13852	23032	10976
828.00	-32768	-23492	-10032
829.00	-4116	17596	18312
830.00	-7072	-8748	-6952
831.00	-32768	-16048	4200
832.00	15004	24360	10412
833.00	-32768	-23372	-10076
834.00	-19612	15444	18056
835.00	-28780	-23640	-10844
836.00	-23764	13860	18036
837.00	-5556	-4252	-2632
838.00	-32768	-25020	-5372
839.00	2580	20400	19376
840.00	-11768	-21948	-8636
841.00	-32768	-5600	9792
842.00	8236	23928	10968
843.00	-30496	-16716	-9840
844.00	3012	21904	18604
845.00	-1680	-10812	-5024
846.00	-32768	-19088	1944
847.00	4800	26120	12420
848.00	-31728	-23248	-8476
849.00	708	17664	18524
850.00	3108	-5008	-4472
851.00	-32768	-21052	1988
852.00	4368	21728	17464
853.00	-22496	-17552	-8692
854.00	-16844	13764	16920
855.00	-19168	-19792	-8212
856.00	-21340	11336	17132
857.00	10512	13892	3988
858.00	-32768	-29488	-4976
859.00	-10660	19724	17704
860.00	-9872	-17924	-5892
861.00	-32768	-11528	7876
862.00	11636	24548	11896
863.00	-32768	-20744	-9236
864.00	-13208	18020	18300
865.00	-1136	-1180	-1808
866.00	-32768	-13672	7416
867.00	14460	26168	14348
868.00	-29088	-27276	-10080
869.00	-13320	14996	18984
870.00	-2396	656	-2176
871.00	-32768	-23672	1032
872.00	13880	24592	16032
873.00	-24964	-21332	-10216
874.00	11024	21304	18748
875.00	-19532	-25764	-9072
876.00	-32512	7060	15800
877.00	-324	6600	2128
878.00	-32768	-26292	-2956
879.00	10256	19148	18740
880.00	-380	448	128
881.00	-32768	-26080	-868
882.00	6180	22688	20240
883.00	-22436	-22520	-8908
884.00	-23964	8932	15844
885.00	4964	17296	7212
886.00	-32768	-25728	-5396
887.00	3360	20460	15992
888.00	-12020	-16200	-7780
889.00	-24112	8960	16152
890.00	8444	16408	3692
891.00	-32768	-28132	-6724
892.00	-3620	21856	17500
893.00	-15388	-17032	-6496
894.00	-8860	19032	17636
895.00	1128	-3916	-2864
896.00	-32768	-19420	1928
897.00	12272	20944	12324
898.00	-32768	-20096	-9660
899.00	-12484	21432	19092
900.00	-560	-5572	-984
901.00	-32768	-22688	-7516
902.00	4588	20592	17264
903.00	-14836	-18400	-6952
904.00	-32768	-6804	7980
905.00	9364	20856	10440
906.00	-32508	-23768	-6688
907.00	-5612	17304	17972
908.00	-12776	-14584	-6436
909.00	-32768	-8848	6580
910.00	9828	22504	15632
911.00	-26312	-17896	-9668
912.00	-4196	19872	17728
913.00	-21824	-18888	-9580
914.00	-26628	11428	14812
915.00	-800	216	764
916.00	-32768	-25444	-1308
917.00	6064	22184	19312
918.00	-11236	-18936	-7892
919.00	-24044	9348	14692
920.00	3672	17252	5476
921.00	-29656	-25000	-7724
922.00	-6848	17736	18452
923.00	7148	1768	-1360
924.00	-32768	-23424	-168
925.00	2408	21196	18868
926.00	-32008	-19444	-11136
927.00	-22688	11120	16264
928.00	11308	16156	3600
929.00	-32768	-24456	-2256
930.00	3308	23740	16988
931.00	-20520	-17772	-9352
932.00	1436	19928	18996
933.00	-18552	-17560	-7972
934.00	-32768	-4872	10196
935.00	14040	20300	6036
936.00	-32768	-25364	-7228
937.00	-6872	19060	19560
938.00	-16372	-20044	-5520
939.00	-32768	-6956	10932
940.00	14384	26016	12648
941.00	-32768	-20296	-7372
942.00	-32768	8552	15344
943.00	-164	8168	2100
944.00	-32768	-26252	-1100
945.00	10704	20892	19272
946.00	-14476	-19448	-9020
947.00	-32768	6448	14856
948.00	3460	21452	6032
949.00	-32768	-25312	-5152
950.00	9928	22748	19160
951.00	-6692	-19280	-6808
952.00	-2788	20620	18988
953.00	1192	-8052	-3124
954.00	-32768	-14532	6460
955.00	4060	21784	14964
956.00	-32360	-17564	-9308
957.00	-6080	17628	17932
958.00	6044	-2808	-1868
959.00	-32768	-26608	-448
960.00	3812	24456	18108
961.00	-31392	-22208	-10820
962.00	-21628	9888	16464
963.00	11896	18912	6844
964.00	-32768	-26956	-8004
965.00	-3572	21032	20364
966.00	-10676	-16160	-5084
967.00	-32768	2320	12904
968.00	15204	19172	10920
969.00	-32768	-21564	-8612
970.00	-1916	21796	19892
971.00	-32768	-23884	-9444
972.00	-5168	20116	19624
973.00	-8028	-12416	-3932
974.00	-32768	-20636	4800
975.00	15940	21356	13824
976.00	-31376	-17380	-9860
977.00	-4368	18956	18560
978.00	-5516	-10772	-2600
979.00	-32768	-21208	3216
980.00	9960	24960	13984
981.00	-27920	-17900	-10172
982.00	-20608	12580	16692
983.00	-4016	-6900	-3096
984.00	-32768	-25812	-4028
985.00	8988	20384	18972
986.00	-8952	-17804	-7560
987.00	-31288	7248	12504
988.00	3336	20224	6244
989.00	-32768	-24024	-7860
990.00	5064	21128	8648
991.00	-32768	-24976	-8580
992.00	-4960	20096	18736
993.00	5208	-6352	-1064
994.00	-32768	-26440	1036
995.00	5124	22040	14208
996.00	-32768	-16436	-11856
997.00	-12048	17476	20352
998.00	7384	-2092	-1320
999.00	-32768	-23204	-1088
1000.00	5556	25316	17272


